,sample_id,grn_n,grn_mean,grn_sd,red_n,red_mean,red_sd
94230,19751492,7,6836,502,7,1595,698
94243,19752402,7,820,183,7,12094,3283
94259,19752446,11,3866,540,11,2020,609
94265,19752471,12,11218,983,12,4947,1249
94266,19752473,3,5478,189,3,533,239
94278,19753322,11,1591,521,11,32525,3211
94282,19753347,13,1317,253,13,1608,730
94292,19753406,12,3320,698,12,938,658
94313,19753502,11,1532,509,11,22906,4304
94330,19754409,14,14842,777,14,3565,601
94361,19755310,5,13029,929,5,573,182
94366,19755337,6,439,312,6,2514,186
94371,19755351,12,7998,1388,12,790,313
94379,19755377,15,2609,653,15,11652,1753
94441,19756461,7,1053,240,7,2839,727
94457,19757328,14,662,168,14,10615,1162
94477,19757435,16,1073,380,16,3571,647
94478,19757436,12,877,271,12,16678,2650
94485,19757473,5,16397,360,5,7476,1478
94487,19757478,6,18725,1959,6,4606,346
94492,19758304,8,271,199,8,360,99
